title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
Motor Town: Behind The Wheel,165999,win,,"17 Dec, 2021","Casual, Indie, Racing, Simulation, Early Access",no,P3 Games,P3 Games,"Single-player, Online PvP, Online Co-op, Partial Controller Support, Steam Cloud",2480,5.0,,Very Positive
Stay Out,0,win,,"27 Nov, 2019","Action, Free to Play, Indie, Massively Multiplayer, RPG, Early Access",no,MOBITECH LLC,MOBITECH LLC,"MMO, Online PvP, In-App Purchases, Remote Play on Tablet",16481,,,Mostly Positive
Neverwinter Nights: Enhanced Edition,165999,"win, mac, linux",,"27 Mar, 2018",RPG,no,Beamdog,Beamdog,"Single-player, Online PvP, Online Co-op, Steam Trading Cards, Steam Workshop, Includes level editor",5860,,,Very Positive
Kuroinu Redux,165999,win,,"18 May, 2023",Adventure,no,Liquid,Shiravune,"Single-player, Steam Cloud",168,5.0,,Mostly Positive
I Am Fish,0,win,-70%,"16 Sep, 2021","Adventure, Simulation",no,Bossa Studios,Curve Games,"Single-player, Steam Achievements, Full controller support, Steam Cloud",1173,12.0,,Mostly Positive
Golf Gang,0,win,-70%,"19 May, 2022","Action, Casual, Racing, Sports",no,Lazy Monday Games,Curve Games,"Single-player, Online PvP, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards",602,2.0,,Very Positive
RIDE 4,499000,win,,"8 Oct, 2020","Racing, Simulation, Sports",no,Milestone S.r.l.,Milestone S.r.l.,"Single-player, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",6709,43.0,,Very Positive
Spelunky 2,108999,win,,"29 Sep, 2020","Action, Indie",no,"Mossmouth, BlitWorks",BlitWorks,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",15338,,91,Very Positive
Zero Caliber VR,0,win,-30%,"9 Nov, 2018","Action, Casual, Indie, Simulation, Early Access",no,XREAL Games,XREAL Games,"Single-player, Online Co-op, Tracked Controller Support, VR Only, Steam Cloud",3308,20.0,,Very Positive
ORX,0,win,-30%,"30 Aug, 2022","Casual, Indie, RPG, Simulation, Strategy, Early Access",no,johnbell,CRITICAL REFLEX,Single-player,454,,,Mostly Positive
Root,95999,"win, mac",,"24 Sep, 2020","Indie, Simulation, Strategy",no,Dire Wolf,Dire Wolf,"Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Turn Notifications",2583,1.0,,Mostly Positive
Labyrinthine,69999,win,,"28 Oct, 2020","Action, Adventure, Indie, Early Access",no,Valko Game Studios,Valko Game Studios,"Single-player, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV",7951,25.0,,Very Positive
SubwaySim Hamburg,284999,win,,"16 May, 2023","Casual, Indie, Simulation",no,HR Innoways,HR Innoways,Single-player,160,10.0,,Mixed
Tetris® Effect: Connected,169999,win,,"17 Aug, 2021","Casual, Indie",no,"Monstars Inc., Resonair, Stage Games",Stage Games,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud, Steam Leaderboards, Remote Play Together",5036,5.0,93,Very Positive
Knights of Honor II: Sovereign,399000,win,,"6 Dec, 2022","Simulation, Strategy",no,Black Sea Games,THQ Nordic,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud",2405,14.0,76,Very Positive
"The Official GamingTaylor Game, Great Job!",6909909,win,,"6 Jul, 2018",Action,no,Taylor Marsh,Taylor Marsh,"Single-player, Steam Achievements, Profile Features Limited",5,,,5 user reviews
STASIS,0,"win, mac",-50%,"31 Aug, 2015","Adventure, Indie",no,THE BROTHERHOOD,THE BROTHERHOOD,"Single-player, Steam Achievements, Steam Trading Cards, Captions available",1210,5.0,79,Mostly Positive
In Silence,0,"win, mac",-30%,"29 Oct, 2021",Action,no,Ravenhood Games,Ravenhood Games,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Leaderboards",8722,4.0,,Mixed
Imperator: Rome,169999,"win, mac, linux",,"25 Apr, 2019","Simulation, Strategy",no,Paradox Development Studio,Paradox Interactive,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud",16464,,76,Very Positive
MADNESS: Project Nexus,119999,win,,"29 Sep, 2021","Action, Indie",no,"GIBBING TREE, LLC","GIBBING TREE, LLC","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together",10877,,,Overwhelmingly Positive
Fisher Online,95999,win,,"27 Oct, 2019",,no,R-Age,R-Age,"MMO, Steam Workshop, In-App Purchases, Partial Controller Support",2718,4.0,,Very Positive
WARRIORS OROCHI 4,871000,win,,"15 Oct, 2018",Action,no,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player, Online PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together",3795,25.0,,Very Positive
"Star Wars: Battlefront 2 (Classic, 2005)",69999,win,,"8 Jul, 2009",Action,no,Pandemic Studios,Disney,"Single-player, Online PvP, Partial Controller Support, Steam Cloud",42530,,78,Very Positive
Baba Is You,95999,"win, mac, linux",,"13 Mar, 2019",Indie,no,Hempuli Oy,Hempuli Oy,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",15316,0.2,87,Overwhelmingly Positive
Surgeon Simulator 2,0,win,-60%,"2 Sep, 2021","Action, Casual, Indie, Simulation",no,Bossa Studios,Surgeon Simulator,"Single-player, Online PvP, Online Co-op, Steam Achievements, Includes level editor",860,10.0,,Mixed
Them and Us,0,win,-50%,"28 Sep, 2021","Action, Adventure, Indie",no,"TendoGames Co., Ltd.","TendoGames Co., Ltd. ","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards",741,40.0,,Very Positive
Phoenix Wright: Ace Attorney Trilogy,239999,win,,"9 Apr, 2019",Adventure,no,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet",15999,1.8,80,Overwhelmingly Positive
Bloons TD Battles 2,0,"win, mac",,"30 Nov, 2021","Action, Casual, Free to Play, Indie, Strategy",no,Ninja Kiwi,Ninja Kiwi,"Online PvP, In-App Purchases",24605,1.536,,Very Positive
LIVE A LIVE,649000,win,,"27 Apr, 2023","Adventure, RPG",no,"Square Enix, historia Inc.",historia Inc.,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",167,8.0,,Very Positive
Cat Goes Fishing,59999,win,,"19 Jan, 2015","Casual, Indie, Simulation",no,Cat5Games,Simulation,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",7900,0.015,,Very Positive
Injustice™ 2,209999,win,,"30 Nov, 2017",Action,no,"NetherRealm Studios, QLOC",QLOC,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",11931,60.0,86,Very Positive
Doki Doki Literature Club Plus!,95999,"win, mac",,"30 Jun, 2021","Casual, Indie",no,Team Salvato,Team Salvato,"Single-player, Steam Achievements, Steam Cloud",18311,,81,Overwhelmingly Positive
Besiege,95999,"win, mac, linux",,"18 Feb, 2020","Indie, Simulation",no,Spiderling Studios,Spiderling Studios,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Workshop, Includes level editor, Remote Play on Tablet",40882,5.0,,Overwhelmingly Positive
This War of Mine,165999,"win, mac, linux",,"14 Nov, 2014","Adventure, Indie, Simulation",no,11 bit studios,11 bit studios,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud",61874,,83,Very Positive
Vertigo 2,245999,win,,"30 Mar, 2023","Action, Adventure, Indie",no,Zach Tsiakalis-Brown,Zulubo Productions,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Stats, Remote Play Together",1053,8.0,,Overwhelmingly Positive
Wobbledogs,108999,"win, mac",,"15 Mar, 2022","Casual, Indie, Simulation",no,Animal Uprising,Secret Mode,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",6152,,79,Overwhelmingly Positive
CHRONO TRIGGER®,140000,win,,"27 Feb, 2018",RPG,no,Square Enix,Square Enix,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet",6793,,,Very Positive
Red Moon: Survival,0,win,-10%,"30 May, 2023","Action, Adventure, Simulation, Early Access",no,WMG,WMG,"Single-player, Full controller support, Steam is learning about this game",13,,,Positive
A Hat in Time,245999,"win, mac",,"5 Oct, 2017","Adventure, Indie",no,Gears for Breakfast,Gears for Breakfast,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",37395,8.0,79,Overwhelmingly Positive
Painkiller Hell & Damnation,0,"win, mac, linux",-90%,"31 Oct, 2012",Action,no,The Farm 51,Prime Matter,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play Together",2509,,64,Very Positive
Turmoil,69999,"win, mac, linux",,"2 Jun, 2016","Indie, Simulation, Strategy",no,Gamious,Gamious,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud",9332,,73,Very Positive
Poly Bridge 2,95999,"win, mac, linux",,"28 May, 2020","Indie, Simulation",no,Dry Cactus,Dry Cactus,"Single-player, Steam Achievements, Steam Cloud, Includes level editor",6204,,,Very Positive
Uncrashed : FPV Drone Simulator,99999,"win, mac",,"1 Sep, 2021","Indie, Racing, Simulation, Sports",no,Louis Rochette,Louis Rochette,"Single-player, Partial Controller Support",1089,25.0,,Very Positive
Spiral Dystopia,0,win,-20%,"26 May, 2023","Adventure, Indie, RPG",no,LiLiM,Kagura Games,"Single-player, Steam Cloud",13,4.0,,Positive
Mount & Blade: Warband,179000,"win, mac, linux",,"31 Mar, 2010","Action, RPG",no,TaleWorlds Entertainment,TaleWorlds Entertainment,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop",118434,,78,Overwhelmingly Positive
Trine Enchanted Edition,0,"win, mac, linux",-75%,"2 Jul, 2009","Action, Adventure, Indie",no,Frozenbyte,Frozenbyte,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",11210,,80,Very Positive
Baldur's Gate II: Enhanced Edition,165999,"win, mac, linux",,"15 Nov, 2013","Adventure, RPG",no,Beamdog,Beamdog,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud",7146,,78,Very Positive
CUSTOM ORDER MAID 3D2 It's a Night Magic,169999,win,,"30 Jul, 2019","Adventure, Indie, Simulation",no,KISS,KISS,"Single-player, Tracked Controller Support, VR Supported",1251,10.0,,Very Positive
Mega Man X DiVE,0,win,,"14 Sep, 2021","Action, Free to Play",no,CAPCOM TAIWAN,CAPCOM TAIWAN,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Partial Controller Support",1915,20.0,,Mixed
Supraland,0,win,-50%,"5 Apr, 2019","Action, Adventure, Indie, RPG",no,Supra Games,Supra Games,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",8297,4.0,85,Very Positive
Diplomacy is Not an Option,119999,win,,"9 Feb, 2022","Indie, Strategy, Early Access",no,Door 407,Door 407,"Single-player, Steam Trading Cards, Steam Cloud",4040,2.0,,Very Positive
Kena: Bridge of Spirits,169999,win,,"26 Sep, 2022","Action, Adventure, Indie",no,Ember Lab,Ember Lab,"Single-player, Steam Achievements, Full controller support, Steam Cloud",8022,25.0,83,Very Positive
Amazing Cultivation Simulator,188819,win,,"24 Nov, 2020","Indie, RPG, Simulation, Strategy",no,GSQ Games,GSQ Games,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats",16811,,,Very Positive
Redout: Enhanced Edition,0,win,-75%,"2 Sep, 2016",Racing,no,34BigThings srl,34BigThings srl,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together",3243,6.0,81,Very Positive
DRAGON QUEST BUILDERS™ 2,650000,win,,"10 Dec, 2019","Action, Adventure, RPG",no,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,"Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on Tablet",5063,12.0,85,Very Positive
Sackboy™: A Big Adventure,879000,win,,"27 Oct, 2022",Adventure,no,Sumo Digital,PlayStation PC LLC,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Cloud",973,60.0,,Mostly Positive
Roboquest,0,win,-20%,"20 Aug, 2020","Action, Indie, Early Access",no,RyseUp Studios,RyseUp Studios,"Single-player, Online Co-op, Partial Controller Support, Steam Cloud",4524,6.0,,Very Positive
CRUMB Circuit Simulator,0,"win, mac",-25%,"18 Nov, 2022",Simulation,no,Mike Bushell,Mike Bushell,Single-player,287,,,Very Positive
Chimeraland,0,win,,"14 Jul, 2022","Action, Adventure, Free to Play, Massively Multiplayer, RPG, Simulation",no,Pixel soft,Pixel soft,"Single-player, Online PvP, In-App Purchases",2141,12.0,,Mostly Positive
Showgunners,245999,win,,"2 May, 2023",Strategy,no,Artificer,Good Shepherd Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Cloud",404,,75,Very Positive
GWENT: The Witcher Card Game,0,win,,"19 May, 2020","Free to Play, RPG, Strategy",no,CD PROJEKT RED,CD PROJEKT RED,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Remote Play on Tablet",19629,,80,Very Positive
Cooking Simulator,108999,win,,"6 Jun, 2019",Simulation,no,Big Cheese Studio,Cooking Simulator,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",14217,6.0,64,Very Positive
Monochrome Mobius: Rights and Wrongs Forgotten,249999,win,,"16 Nov, 2022",RPG,no,AQUAPLUS,Shiravune,"Single-player, Steam Achievements, Full controller support, Steam Cloud",523,35.0,,Very Positive
港詭實錄ParanormalHK,112000,win,,"6 Jan, 2020","Adventure, Indie",no,Ghostpie Studio,Gamera Games,"Single-player, Partial Controller Support",12498,15.0,,Very Positive
Firmament,284999,"win, mac",,"18 May, 2023","Adventure, Indie",no,Cyan Worlds Inc,Cyan Worlds Inc,"Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Captions available, Steam Cloud, Remote Play on TV",353,20.0,,Mixed
Sherlock Holmes: The Devil's Daughter,0,win,-80%,"10 Jun, 2016","Action, Adventure",no,Frogwares,Sherlock Holmes,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV",10366,20.0,65,Mostly Positive
Mortal Online 2,169999,win,,"25 Jan, 2022","Action, Indie, Massively Multiplayer, RPG",no,Star Vault AB,Star Vault AB,"MMO, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards",7789,110.0,,Mostly Positive
Skullgirls 2nd Encore,119999,"win, mac, linux",,"22 Aug, 2013","Action, Indie",no,Hidden Variable Studios,Hidden Variable Studios,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",19319,,83,Overwhelmingly Positive
Assassin's Creed® Syndicate,409000,win,,"18 Nov, 2015","Action, Adventure",no,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,"Single-player, In-App Purchases, Partial Controller Support",22617,,74,Mostly Positive
Total War: EMPIRE – Definitive Edition,225999,"win, mac, linux",,"4 Mar, 2009",Strategy,no,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)",Feral Interactive (Linux),"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Stats",16449,,90,Very Positive
Gold Rush: The Game,0,win,-50%,"13 Oct, 2017","Indie, Simulation",no,Code Horizon,Code Horizon,"Single-player, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",11813,19.0,,Mostly Positive
Masterplan Tycoon,0,"win, mac, linux",-20%,"9 Mar, 2023","Indie, Simulation, Strategy",no,Bureau Bravin,Doyoyo Games,"Single-player, Steam Achievements, Steam Cloud",305,,,Mostly Positive
AdVenture Capitalist,0,"win, mac, linux",,"30 Mar, 2015","Casual, Free to Play, Indie",no,Hyper Hippo Games,Hyper Hippo Games,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",54724,,,Very Positive
Jurassic World Evolution,599999,win,,"11 Jun, 2018","Simulation, Strategy",no,Frontier Developments,Frontier Developments,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV",44914,12.0,69,Overwhelmingly Positive
Motorcycle Mechanic Simulator 2021,0,win,-55%,"17 Nov, 2021","Casual, Indie, Racing, Simulation",no,Play2Chill S.A.,Play2Chill S.A.,"Single-player, Steam Achievements, Steam Cloud",912,20.0,,Mixed
Far Cry® 4,309000,win,,Nov 2014,"Action, Adventure",no,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,"Single-player, Partial Controller Support",42611,30.0,80,Very Positive
Hellsplit: Arena,119999,win,,"9 Sep, 2019","Action, RPG",no,Deep Type Games,Deep Type Games,"Single-player, Tracked Controller Support, VR Only",2882,20.3,,Very Positive
Sniper Elite 4,389999,win,,"13 Feb, 2017","Action, Adventure",no,Rebellion,Rebellion,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV",40866,,78,Very Positive
Need for Speed™ Most Wanted,239000,win,,"18 Jun, 2020","Action, Adventure, Racing",no,Criterion Games,Electronic Arts,"Single-player, Online PvP, Steam Trading Cards",11520,20.0,78,Mostly Positive
Superliminal,108999,"win, mac, linux",,"5 Nov, 2020","Action, Adventure",no,Pillow Castle,Pillow Castle,"Single-player, Online PvP, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Includes level editor, Commentary available, Remote Play on TV",18864,12.0,,Overwhelmingly Positive
Stronghold Kingdoms,0,win,,"27 Feb, 2012","Free to Play, Massively Multiplayer, Strategy",no,FireFly Studios,FireFly Studios,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards",8875,,75,Mixed
Spaceflight Simulator,82999,"win, mac",,"17 Feb, 2022","Indie, Simulation, Early Access",no,Stefo Mai Morojna,Stefo Mai Morojna,"Single-player, Steam Cloud",2959,1.0,,Very Positive
Our Life: Beginnings & Always,0,"win, linux",,"16 Nov, 2020","Casual, Free to Play, Indie",no,GB Patch Games,GB Patch Games,"Single-player, Steam Achievements",9244,,,Overwhelmingly Positive
"Warhammer 40,000: Dawn of War II",0,"win, mac, linux",-75%,"18 Feb, 2009",Strategy,no,"Relic Entertainment, Feral Interactive (Mac/Linux)",SEGA,"Single-player, Steam Trading Cards, Steam Cloud",5840,,85,Very Positive
Ship of Fools,130999,win,,"22 Nov, 2022","Action, Indie",no,Fika Productions,Team17,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together",1863,3.0,,Mostly Positive
AFL 23,659000,win,,"3 May, 2023","Simulation, Sports",no,Big Ant Studios,Nacon,"Single-player, Online PvP, Shared/Split Screen PvP, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together",231,70.0,,Mixed
暖雪 Warm Snow,104999,win,,"18 Jan, 2022","Action, Adventure, Indie, RPG",no,BadMudStudio,BadMudStudio,"Single-player, Steam Achievements, Full controller support, Steam Cloud",25448,8.0,,Very Positive
Pirate101,0,win,,"31 May, 2023","Adventure, Free to Play, Massively Multiplayer, RPG, Strategy",no,KingsIsle Entertainment,KingsIsle Entertainment,"MMO, Online PvP, In-App Purchases",53,,,Very Positive
Bless Unleashed,0,win,,"6 Aug, 2021","Action, Free to Play, Massively Multiplayer, RPG",no,VALOFE,VALOFE,"MMO, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases",29874,50.0,,Mixed
Totally Reliable Delivery Service,0,"win, mac, linux",-75%,"1 Apr, 2021","Action, Adventure, Casual, Indie, Racing, Simulation",no,We're Five Games,tinyBuild,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Remote Play Together",781,4.0,64,Very Positive
Kingdom Two Crowns,165999,"win, mac, linux",,"11 Dec, 2018","Adventure, Indie, Simulation, Strategy",no,"Stumpy🐙Squid, Fury Studios, Coatsink",Raw Fury,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",15444,4.0,,Very Positive
Ori and the Blind Forest,0,win,,"10 Mar, 2015",Action,no,Moon Studios GmbH,Xbox Game Studios,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV",42659,8.0,88,Very Positive
Pathfinder: Kingmaker - Enhanced Plus Edition,108999,"win, mac, linux",,"25 Sep, 2018","Adventure, RPG",no,Owlcat Games,Prime Matter,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet",23853,30.0,73,Mostly Positive
Call of Duty®: Modern Warfare® Remastered (2017),522999,win,,"27 Jul, 2017",Action,no,"Raven Software, Beenox",Call of Duty,"Single-player, Online PvP, Online Co-op, Steam Achievements",6527,,,Mostly Positive
Mr. Prepper,0,"win, mac",-50%,"18 Mar, 2021","Action, Adventure, Casual, Indie, RPG, Simulation",no,Rejected Games,PlayWay S.A.,"Single-player, Steam Achievements, Captions available, Steam Cloud, Stats, Includes level editor, Remote Play on Tablet",3599,5.0,,Mixed
Half-Life,69999,"win, mac, linux",,"8 Nov, 1998",Action,no,Valve,Valve,"Single-player, Online PvP, Steam Cloud, Valve Anti-Cheat enabled, Remote Play on Phone, Remote Play on Tablet, Remote Play Together",71894,,96,Very Positive
Day of Dragons,108999,"win, linux",,"4 Dec, 2019","Indie, Massively Multiplayer, RPG, Simulation, Early Access",no,Beawesome Games,Beawesome Games,"MMO, Online PvP, Online Co-op, Partial Controller Support",3744,30.0,,Very Positive
Chef Life: A Restaurant Simulator,245999,win,,"23 Feb, 2023",Simulation,no,Cyanide Studio,Cyanide Studio,"Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud",644,7.0,,Very Positive
Xenonauts,0,"win, mac, linux",-80%,"16 Jun, 2014","Indie, Simulation, Strategy",no,Goldhawk Interactive,Goldhawk Interactive,"Single-player, Steam Trading Cards",3206,,77,Mostly Positive
SYNTHETIK: Legion Rising,0,win,-80%,"15 Mar, 2018","Action, Indie",no,Flow Fire Games,Flow Fire Games,"Single-player, Online Co-op, Full controller support, Steam Trading Cards",8939,0.6,,Very Positive
Beholder 3,0,win,-60%,"3 Mar, 2022","Adventure, Indie, Simulation, Strategy",no,Paintbucket Games,Alawar Premium,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",1179,,,Very Positive
Return of the Obra Dinn,165999,"win, mac",,"18 Oct, 2018","Adventure, Indie",no,Lucas Pope,Lucas Pope,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV",19028,,89,Very Positive
theHunter Classic,0,win,,"3 Jun, 2014","Action, Adventure, Free to Play, Simulation, Sports",no,"Expansive Worlds, Avalanche Studios",Expansive Worlds,"Single-player, Online Co-op, Steam Achievements, In-App Purchases",39340,16.0,,Mostly Positive
Touhou Mystia's Izakaya,88550,"win, mac",,"1 Oct, 2021","Casual, Indie, RPG, Simulation",no,"二色幽紫蝶, Re零同人社",东方Project,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",12014,1.0,,Overwhelmingly Positive
Sker Ritual,0,win,-35%,"6 Oct, 2022","Action, Indie, Early Access",no,Wales Interactive,Wales Interactive,"Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Cloud",520,15.0,,Mostly Positive
Sonic Frontiers,530000,win,,"7 Nov, 2022","Action, Adventure",no,Sonic Team,SEGA,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",13961,30.0,,Very Positive
Wall World,47499,win,,"5 Apr, 2023","Action, Adventure, Indie, Strategy",no,Alawar Premium,Alawar Premium,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",3818,,,Very Positive
Titan Quest Anniversary Edition,135999,win,,"31 Aug, 2016","Action, RPG",no,"Iron Lore Entertainment, THQ Nordic",THQ Nordic,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor",21172,5.0,,Very Positive
Warhammer The Horus Heresy: Legions,0,"win, mac",,"28 Mar, 2019","Adventure, Free to Play, Strategy",no,Everguild Ltd.,Everguild Ltd.,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",2312,0.5,,Mixed
Outward Definitive Edition,399999,win,,"17 May, 2022",RPG,no,Nine Dots Studio,Prime Matter,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Remote Play Together",17827,51.0,,Mixed
HD Poker: Texas Hold'em,0,"win, mac",,"14 Sep, 2018","Casual, Free to Play, Massively Multiplayer, Simulation, Strategy",no,Z4,Z4,"Online PvP, In-App Purchases",3811,,,Mixed
Leaf Blower Revolution - Idle Game,0,win,,"4 Dec, 2020","Casual, Free to Play, Indie",no,Humble North,Humble North,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud, Stats",19501,,,Very Positive
Two Point Hospital,359999,"win, mac, linux",,"29 Aug, 2018","Indie, Simulation",no,Two Point Studios,Two Point Studios,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet",22687,6.0,83,Very Positive
Age of Empires II (2013),135999,win,,"9 Apr, 2013",Strategy,no,"Skybox Labs, Hidden Path Entertainment, Ensemble Studios, Forgotten Empires",Xbox Game Studios,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor",79816,,68,Overwhelmingly Positive
