title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
Clue/Cluedo: The Classic Mystery Game,130999,win,,"17 May, 2018",Strategy,no,养蛋人工作室 Egg Hatcher,Marmalade Game Studio Ltd,Steam Leaderboards,2269,,,Very Positive
100% Orange Juice,65000,mac,,"16 May, 2014",Action,no,Maxim Karpenko,Fruitbat Factory,Remote Play on TV,13116,,,Very Positive
From Space,0,linux,-60%,"3 Nov, 2022",Adventure,no,Tuxedo Labs,Triangle Studios,Single-player,1251,3.0,,Mixed
Rune Factory 5,566000,win,,"13 Jul, 2022",Massively Multiplayer,no,Ndemic Creations,Marvelous,Online PvP,1089,9.0,,Mostly Positive
Bendy and the Dark Revival,139999,mac,,"15 Nov, 2022",RPG,no,Forgotten Empires,Joey Drew Studios,LAN PvP,7241,15.0,72,Very Positive
Saimin Gakushū: Secret Desire,0,linux,-50%,"4 Nov, 2021",Action,no,Tantalus Media,Shiravune,Online Co-op,246,3.0,,Mostly Positive
Gas Station Simulator - Airstrip DLC,74000,win,,"26 Apr, 2023",Adventure,yes,Wicked Witch,DRAGO entertainment,LAN Co-op,82,5.0,,Mixed
AI＊Shoujo/AI＊少女,557827,mac,,"16 Mar, 2020",Strategy,no,World's Edge,ILLUSION,Downloadable Content,1960,15.0,,Mostly Positive
TerraScape,114999,linux,,"5 Apr, 2023",Massively Multiplayer,no,NeocoreGames,Bitfall Studios,Steam Workshop,234,0.8,,Very Positive
KartRider: Drift,0,win,,"9 Jan, 2023",Racing,no,Take IT Studio!,Nexon Korea Corporation,Partial Controller Support,3663,30.0,76,Mixed
DRAGON BALL XENOVERSE 2 - HERO OF JUSTICE Pack 2,119000,win,,"11 May, 2023",Simulation,yes,SCS Software,BANDAI NAMCO Entertainment,Includes level editor,47,,,Positive
Carrier Command 2,139999,mac,,"29 Jul, 2022",Sports,no,Aurogon Shanghai,Geometa,Single-player,2171,1.0,,Very Positive
Dead Cells: Fatal Falls,39999,linux,,"26 Jan, 2021",RPG,yes,Black Salt Games,Motion Twin,Online Co-op,441,0.5,,Very Positive
ONE PIECE: PIRATE WARRIORS 4,499000,win,,"26 Mar, 2020",Strategy,no,iRacing.com Motorsport Simulations,BANDAI NAMCO Entertainment,Cross-Platform Multiplayer,10646,25.0,,Very Positive
SYNTHETIK 2,139999,win,,"11 Nov, 2021",Action,no,iRacing,Flow Fire Games,Downloadable Content,1257,9.0,,Very Positive
Planet Zoo: Aquatic Pack,162206,win,,"8 Dec, 2020",Adventure,yes,Black Matter Pty Ltd,Frontier Developments,Steam Achievements,273,,,Very Positive
Euro Truck Simulator 2 - Volvo Construction Equipment,42100,mac,,"23 Sep, 2021",Indie,yes,Iron Gate AB,SCS Software,Full controller support,311,,,Very Positive
Mindustry,69999,linux,,"26 Sep, 2019",RPG,no,Tactical Adventures,AnukenDev,Steam Trading Cards,12825,,,Very Positive
Don't Starve: Hamlet,52999,win,,"8 Nov, 2018",Indie,yes,VRChat Inc.,Klei Entertainment,Steam Cloud,1361,,,Very Positive
TramSim Vienna - The Tram Simulator,284999,win,,"29 Oct, 2020",Simulation,no,Fancy Games,ViewApp,Remote Play on TV,1048,30.0,,Very Positive
I'm on Observation Duty 5,90999,win,,"13 May, 2022",Action,no,Barbedwire Studios,Notovia,Single-player,471,,,Very Positive
Euro Truck Simulator 2 - Heavy Cargo Pack,42100,win,,"12 May, 2017",Casual,yes,Digitalmindsoft,SCS Software,Steam Achievements,2219,0.02,,Very Positive
Virtual Desktop,95999,mac,,"31 Mar, 2016",Racing,no,IronOak Games,Guy Godin,Full controller support,1817,0.7,,Mostly Positive
SnowRunner - Season 9: Renew & Rebuild,59000,linux,,"8 Dec, 2022",Sports,yes,Bungie,Focus Entertainment,Steam Cloud,89,20.0,,Mostly Positive
CODE VEIN,499000,win,,"26 Sep, 2019",Action,no,Rebuilt Games,FRANCHISE,Remote Play on Phone,36255,35.0,72,Very Positive
Paragon: The Overprime,0,mac,,"5 Dec, 2022",Action,no,Weather Factory,Netmarble F&C Team SoulEve,Remote Play on Tablet,9535,15.0,,Mixed
VTOL VR: AH-94 Attack Helicopter,82999,linux,,"6 Jan, 2022",RPG,yes,Ludeon Studios,"Boundless Dynamics, LLC",Remote Play on TV,541,4.0,,Very Positive
Call of Duty: United Offensive,124756,win,,"7 Dec, 2006",Action,no,Hazelight,Gray Matter Studios,Single-player,1466,,87,Very Positive
Zero Hour,82999,win,,"12 Aug, 2020",Adventure,no,"Arsi ""Hakita"" Patala",Attrito,Online Co-op,21952,25.0,,Mostly Positive
Airport CEO,206999,win,,"4 Mar, 2021",Casual,no,Klei Entertainment,Apog Labs,LAN Co-op,5948,8.0,,Very Positive
Farmer Against Potatoes Idle,0,win,,"25 Aug, 2022",Free to Play,no,Kunos Simulazioni,Oni Gaming,Cross-Platform Multiplayer,3452,,,Very Positive
Spiritfall,0,win,-10%,"3 Apr, 2023",Indie,no,Obsidian Entertainment,Gentle Giant,Steam Achievements,409,,,Very Positive
Journey,119999,linux,,"11 Jun, 2020",Casual,no,Gearbox Software,Annapurna Interactive,Full controller support,22682,,,Very Positive
DYNASTY WARRIORS 9,189999,win,,"4 Dec, 2019",Indie,no,Insomniac Games,"KOEI TECMO GAMES CO., LTD.",Steam Cloud,6151,50.0,,Mixed
UBOAT,245999,win,,"30 Apr, 2019",Indie,no,Nixxes Software,PlayWay S.A.,Single-player,14405,40.0,,Very Positive
Stronghold Crusader 2,169999,win,,"22 Sep, 2014",Simulation,no,Ubisoft Montreal,FireFly Studios,Steam Achievements,9814,4.0,,Very Positive
Baldur's Gate: Siege of Dragonspear,0,win,-65%,"31 Mar, 2016",Action,yes,Ubisoft Quebec,Beamdog,Steam Trading Cards,801,,77,Mixed
Dead Cells: The Bad Seed,39999,mac,,"11 Feb, 2020",Indie,yes,Ubisoft Toronto,Motion Twin,Partial Controller Support,689,0.5,,Very Positive
GNOSIA,119999,linux,,"23 Jan, 2022",Massively Multiplayer,no,Blue Byte,PLAYISM,Stats,1915,,,Very Positive
RollerCoaster Tycoon® Classic,135999,win,,"28 Sep, 2017",Strategy,no,Fictiorama Studios,Atari,Steam Leaderboards,1540,0.512,,Very Positive
Sword and Fairy 7,300000,mac,,"21 Oct, 2021",Early Access,no,Render Cube,"Softstar Technology (Beijing) Co., Ltd",Single-player,12142,30.0,,Mostly Positive
X4: Split Vendetta,130999,win,,"31 Mar, 2020",RPG,yes,FakeFish,Egosoft,Online Co-op,190,20.0,,Very Positive
Plants vs. Zombies: Battle for Neighborville™,479000,mac,,"4 Jun, 2020",Strategy,no,Undertow Games,Electronic Arts,Downloadable Content,8988,15.0,77,Mixed
FINAL FANTASY V,239000,win,,"10 Nov, 2021",Strategy,no,Jagex Ltd,Square Enix,Steam Achievements,1184,1.0,,Very Positive
Persona® 5 Strikers,769000,win,,"22 Feb, 2021",Action,no,Ghost Ship Games,SEGA,Steam Trading Cards,9554,25.0,76,Mostly Positive
Middle-earth™: Shadow of Mordor™,135999,win,,"30 Sep, 2014",Casual,no,Clock Wizard Games,Warner Bros. Interactive Entertainment,Partial Controller Support,51833,57.0,84,Very Positive
Redemption Reapers,0,win,-40%,"22 Feb, 2023",Indie,no,Facepunch Studios,Adglobe,Single-player,162,,,Mixed
FINAL FANTASY,159000,mac,,"12 Aug, 2021",Action,no,CCP,Square Enix,Online PvP,4478,1.0,,Very Positive
The Sims™ 4 Dine Out,239000,linux,,"18 Jun, 2020",RPG,yes,Hopoo Games,Electronic Arts,Steam Achievements,104,10.0,,Mostly Negative
Farming Simulator 17,108999,win,,"24 Oct, 2016",Adventure,no,SandCastles Studio,GIANTS Software,Steam Trading Cards,20201,,69,Very Positive
FTL: Faster Than Light,89999,mac,,"14 Sep, 2012",Indie,no,Tour De Pizza,Subset Games,Partial Controller Support,53425,,84,Very Positive
"Warhammer 40,000: Dakka Squadron - Flyboyz Edition",0,win,-70%,"18 Feb, 2021",Massively Multiplayer,no,Fatshark,Phosphor Game Studios,Steam Cloud,309,,,Mostly Positive
Colony Ship: A Post-Earth Role Playing Game,284999,mac,,"6 Apr, 2021",RPG,no,BlankMediaGames LLC,Iron Tower Studio,Single-player,834,5.0,,Very Positive
Kill It With Fire VR,0,linux,-20%,"13 Apr, 2023",Action,no,Tarsier Studios,Kill It With Fire,Steam Achievements,27,,,Positive
NASCAR Heat 5,130999,win,,"9 Jul, 2020",Casual,no,ColePowered Games,Motorsport Games,Full controller support,1893,18.0,,Very Positive
Drakensang Online,0,mac,,"16 May, 2023",Indie,no,"FromSoftware, Inc.",Buy Premium Membership,Steam Trading Cards,854,2.0,,Mixed
Scorn,215999,linux,,"14 Oct, 2022",Simulation,no,CREATIVE ASSEMBLY,Kepler Interactive,Steam Cloud,7604,50.0,,Very Positive
DYSMANTLE,165999,win,,"16 Nov, 2021",Casual,no,Relic Entertainment,10tons Ltd,Remote Play on Phone,8149,,,Very Positive
CrossCode,135999,mac,,"20 Sep, 2018",Action,no,World's Edge,Deck13 Spotlight,Remote Play on Tablet,12108,,86,Very Positive
Children of Morta,122245,linux,,"3 Sep, 2019",Action,no,Chasing Carrots,11 bit studios,Remote Play on TV,12865,2.0,82,Very Positive
Rogue: Genesia,47499,win,,"19 Sep, 2022",Indie,no,Milestone S.r.l.,Huard Ouadi,Single-player,4251,1.0,,Very Positive
Sally Face - Season Pass,82999,mac,,"14 Dec, 2016",Free to Play,yes,鬼谷工作室,Portable Moose,Online PvP,814,,,Overwhelmingly Positive
Kingdoms and Castles,95999,linux,,"20 Jul, 2017",Indie,no,Pixpil,"Lion Shield, LLC",Steam Achievements,23455,1.0,,Very Positive
For Honor® Y7S1 Battle Pass,99000,win,,"16 Mar, 2023",Massively Multiplayer,yes,Empyrean,Blue Byte,Steam Trading Cards,42,90.0,,Mixed
古剑奇谭三(Gujian3),139999,win,,"14 Dec, 2018",Strategy,no,"Second Dinner Studios, Inc.",北京网元圣唐娱乐科技有限公司,Partial Controller Support,37372,40.0,,Very Positive
Potionomics,119999,win,,"17 Oct, 2022",Indie,no,Scopely,XSEED Games,Steam Cloud,3969,7.0,,Very Positive
Jurassic World Evolution 2: Feathered Species Pack,109999,mac,,"30 Mar, 2023",Simulation,yes,Frontier Developments,Frontier Developments,Online PvP,74,14.0,,Very Positive
Warpips,0,linux,-75%,"21 Apr, 2022",Strategy,no,NEOWIZ,Daedalic Entertainment,Cross-Platform Multiplayer,2973,0.55,,Very Positive
Runes of Magic,0,win,,"29 Aug, 2018",Action,no,Insomniac Games,Runewaker Entertainment,Full controller support,1172,15.0,71,Mixed
Shinobi Warfare,0,win,,"14 Jun, 2022",Adventure,no,Nixxes Software,TechnoTal,In-App Purchases,1528,,,Overwhelmingly Positive
The Sims™ 4 Laundry Day Stuff,119000,win,,"18 Jun, 2020",Indie,yes,CREATIVE ASSEMBLY,Electronic Arts,Single-player,75,4.0,,Mixed
Counter-Strike Nexon: Studio,0,win,,"7 Oct, 2014",Early Access,no,Feral Interactive,NEXON,Steam Achievements,40844,10.0,,Mixed
DOOM (1993),45999,mac,,"3 Aug, 2007",Action,no,TaleWorlds Entertainment,id Software,Steam Trading Cards,12924,,,Overwhelmingly Positive
Trinity Fusion,0,linux,-30%,"13 Apr, 2023",Indie,no,Marvelous Inc.,Angry Mob Games,Steam Cloud,50,10.0,,Very Positive
Devil Slayer - Raksasi,0,win,-30%,"22 Apr, 2021",Simulation,no,Bungie,indienova,Single-player,2567,1.0,,Very Positive
Teslagrad 2,0,mac,-20%,"19 Apr, 2023",Early Access,no,Wargaming Group Limited,Modus Games,Downloadable Content,80,2.0,,Mostly Positive
DOOM II,45999,linux,,"3 Aug, 2007",Action,no,Gaming Minds Studios,id Software,Steam Achievements,6262,,83,Very Positive
RollerCoaster Tycoon® 2: Triple Thrill Pack,89999,win,,"21 May, 2014",Simulation,no,Forgotten Empires,Atari,Partial Controller Support,3927,,74,Very Positive
Alan Wake,95999,mac,,"16 Feb, 2012",Early Access,no,Tantalus Media,Remedy Entertainment,Steam Leaderboards,27900,,83,Very Positive
Super Auto Pets,0,win,,"24 Sep, 2021",Racing,no,Wicked Witch,Team Wood Games,Single-player,26037,,,Very Positive
Pocket Mirror ~ GoldenerTraum,165999,win,,"19 May, 2023",Sports,no,World's Edge,KOMODO,Online PvP,244,,,Very Positive
Fantasy Grounds Unity,169999,win,,"5 Nov, 2020",Action,no,ArenaNet®,"SmiteWorks USA, LLC",Online Co-op,497,2.0,,Very Positive
Yao-Guai Hunter,99999,mac,,"3 Apr, 2023",Adventure,no,Frozenbyte,MòGames,Cross-Platform Multiplayer,614,5.0,,Mostly Positive
Unboxing the Cryptic Killer,56499,win,,"27 Apr, 2023",Indie,no,Eggcode,Eleven Puzzles,Downloadable Content,211,2.0,,Very Positive
SCUM Supporter Pack,90999,win,,"29 Aug, 2018",Action,yes,1C Game Studios,Jagex Ltd,Full controller support,694,64.0,,Very Positive
Prodeus,119999,win,,"23 Sep, 2022",Simulation,no,"CAPCOM Co., Ltd.",Humble Games,Single-player,4317,4.0,84,Very Positive
Luck be a Landlord,90999,mac,,"6 Jan, 2023",Early Access,no,Mob Entertainment,TrampolineTales,Steam Achievements,6724,,,Very Positive
Food Truck Simulator,0,linux,-35%,"14 Sep, 2022",Strategy,no,No Brakes Games,HeartBeat Games,Steam Cloud,743,7.0,,Mixed
Forager,108999,win,,"18 Apr, 2019",Casual,no,Creepy Jar,Humble Games,Single-player,28091,,78,Very Positive
Expansion - Hearts of Iron IV: Battle for the Bosporus,90999,win,,"15 Oct, 2020",Indie,yes,EXOR Studios,Paradox Interactive,Steam Achievements,2368,2.0,,Mixed
Highrise City,119999,mac,,"24 Mar, 2022",Strategy,no,Re-Logic,Deck13 Spotlight,Full controller support,350,30.0,,Mostly Positive
Symphony of War: The Nephilim Saga,165999,win,,"10 Jun, 2022",Action,no,Sports Interactive,Freedom Games,Steam Trading Cards,7285,1.0,,Very Positive
Planet Zoo: Wetlands Animal Pack,162206,win,,"12 Apr, 2022",Adventure,yes,Eugen Systems,Frontier Developments,Steam Cloud,157,16.0,,Very Positive
Total War: THREE KINGDOMS - A World Betrayed,89999,win,,"19 Mar, 2020",Casual,yes,Amazon Games,Feral Interactive (Linux),Single-player,1016,60.0,,Mostly Positive
Assetto Corsa - Ready To Race Pack,39999,mac,,"18 May, 2017",Indie,yes,Studio Wildcard,505Games,Steam Cloud,201,30.0,,Very Positive
The Sims™ 4 Tiny Living Stuff,119000,win,,"18 Jun, 2020",RPG,yes,Instinct Games,Electronic Arts,Single-player,99,18.0,,Mostly Positive
Tricky Towers,130999,mac,,"2 Aug, 2016",Simulation,no,Efecto Studios,WeirdBeard,Downloadable Content,9918,,80,Very Positive
EMERGENCY 20,139999,win,,"31 Oct, 2017",Sports,no,Virtual Basement LLC,Sixteen Tons Entertainment,Steam Achievements,1441,20.0,,Very Positive
Speedway Challenge 2023,99999,mac,,"29 May, 2023",Strategy,no,Sandbox Interactive GmbH,Artur Berkowski Berobasket,Steam Trading Cards,8,,,8 user reviews
Bus Simulator 18,119999,linux,,"13 Jun, 2018",Simulation,no,BeamNG,astragon Entertainment,Partial Controller Support,7336,6.5,67,Mostly Positive
Call of War: World War 2,0,win,,"21 Oct, 2017",Sports,no,Giants Software,Bytro Labs GmbH,Includes level editor,4332,0.5,,Mostly Positive
Railway Empire,344999,win,,"26 Jan, 2018",Action,no,Ludeon Studios,Kalypso Media,Single-player,6500,7.0,74,Very Positive
The Bible,0,linux,-75%,"14 Nov, 2022",Adventure,no,SCS Software,Bible Games,Steam Achievements,358,,,Very Positive
Tyranny,139999,win,,"10 Nov, 2016",Casual,no,Paradox Development Studio,Obsidian Entertainment,Steam Trading Cards,8513,15.0,80,Very Positive
Anno 1404 - History Edition,149000,win,,"25 Jun, 2020",Indie,no,Titan Forge Games,Ubisoft Mainz,Steam Workshop,1839,7.8,,Mostly Positive
Dynopunk,0,mac,-10%,"25 May, 2023",Simulation,no,"B.B.STUDIO CO.,LTD.",101XP,Partial Controller Support,67,,,Very Positive
Call of Juarez: Bound in Blood,0,linux,-80%,"2 Jul, 2009",Strategy,no,"BEE TRIBE CO., LTD.",Techland Publishing,Steam Cloud,3031,,78,Very Positive
Aces & Adventures,165999,win,,"23 Feb, 2023",Early Access,no,ConcernedApe,Triple.B.Titles,Remote Play on Phone,1196,,84,Very Positive
Urbek City Builder,0,linux,-33%,"13 Jul, 2022",Indie,no,Game Smithing Limited,RockGame S.A.,Remote Play on Tablet,943,2.0,,Very Positive
Duck Game,83999,win,,"4 Jun, 2015",Simulation,no,Wargaming Group Limited,Landon Podbielski,Single-player,22787,,82,Overwhelmingly Positive
Katana ZERO,130999,linux,,"18 Apr, 2019",Indie,no,Paradox Development Studio,Askiisoft,Steam Achievements,50997,0.2,83,Overwhelmingly Positive
Metro 2033 Redux,135999,win,,"27 Aug, 2014",Simulation,no,Paradox Thalassic,Deep Silver,Partial Controller Support,63058,10.0,,Overwhelmingly Positive
American Truck Simulator - Washington,99900,win,,"11 Jun, 2019",Casual,yes,Take IT Studio!,SCS Software,Steam Cloud,647,0.1,,Very Positive
SCUM Supporter Pack 2,90999,mac,,"26 May, 2021",Simulation,yes,Wargaming Group Limited,Jagex Ltd,Single-player,156,64.0,,Very Positive
Animalia Survival,108999,win,,"9 Sep, 2021",Simulation,no,VOID Interactive,High Brazil Studio,Shared/Split Screen PvP,1557,8.0,,Mixed
Sixtar Gate: STARTRAIL,119999,mac,,"6 Nov, 2021",Strategy,no,Barbedwire Studios,"CFK Co., Ltd.",Shared/Split Screen Co-op,937,3.0,,Very Positive
SMASH LEGENDS,0,win,,"12 Apr, 2021",Indie,no,Digitalmindsoft,5minlab Corp.,Steam Achievements,6229,2.0,,Mostly Positive
CardLife: Creative Survival,0,win,-30%,"28 Feb, 2019",Simulation,no,BioWare,Freejam,Steam Trading Cards,2102,6.0,,Mixed
Rising Storm 2: Vietnam,169999,win,,"30 May, 2017",Strategy,no,Redbeet Interactive,Tripwire Interactive,Partial Controller Support,36512,60.0,81,Very Positive
FINAL FANTASY IV,239000,mac,,"8 Sep, 2021",Casual,no,Paradox Development Studio,Square Enix,Steam Cloud,1532,1.0,,Very Positive
Stronghold Crusader HD,89999,linux,,"21 Oct, 2013",Indie,no,Rare Ltd,FireFly Studios,Stats,12875,,78,Overwhelmingly Positive
EZ2ON REBOOT : R - ENDLESS CIRCULATION,213333,win,,"29 Apr, 2023",Simulation,yes,Firaxis Games,"Neonovice Co., Ltd.",Remote Play on Phone,112,,,Very Positive
Death From Above,90999,mac,,"25 May, 2023",Strategy,no,Aspyr (Mac),Rockodile,Remote Play on Tablet,96,7.0,,Very Positive
Return to Monkey Island,206999,win,,"19 Sep, 2022",Adventure,no,Aspyr (Linux),Devolver Digital,Remote Play Together,6905,4.0,,Mostly Positive
Kingdom Rush Vengeance - Tower Defense,108999,win,,"15 Oct, 2020",Indie,no,CREATIVE ASSEMBLY,Ironhide Game Studio,Single-player,6086,,,Very Positive
Rail Route,165999,win,,"23 Jun, 2021",RPG,no,Feral Interactive (Linux),Bitrich.info,Online PvP,1059,1.0,,Very Positive
My Dream Setup,56499,mac,,"20 Feb, 2023",Strategy,no,Feral Interactive (Mac),Campfire Studio,Downloadable Content,797,3.0,,Very Positive
Ember Knights,130999,linux,,"20 Apr, 2022",Early Access,no,Mechanistry,Twin Sails Interactive,Steam Achievements,1980,1.0,,Very Positive
Craft The World,159999,win,,"24 Nov, 2014",Indie,no,Kinetic Games,Dekovir Entertainment,Steam Trading Cards,12195,0.2,,Very Positive
Warhammer: Vermintide 2 - Collector's Edition Upgrade,0,win,-80%,"8 Mar, 2018",Simulation,yes,Stunlock Studios,Warhammer,Steam Workshop,449,65.0,,Mixed
This Land Is My Land,245999,win,,"20 Oct, 2021",Action,no,Bungie,Game-Labs,Steam Cloud,3478,12.0,,Mixed
Idle Skilling,0,win,,"15 Sep, 2022",Adventure,no,Saber Interactive,Lavaflame2,Remote Play on Tablet,1645,,,Mixed
Cult of the Lamb: Heretic Pack,47499,mac,,"24 Apr, 2023",Casual,yes,KEIZO,Devolver Digital,Single-player,54,4.0,,Very Positive
Project Hospital,200000,win,,"30 Oct, 2018",RPG,no,Valve,Oxymoron Games,Shared/Split Screen Co-op,5894,1.0,75,Very Positive
Home Behind 2,108999,win,,"16 Feb, 2022",Casual,no,The Indie Stone,TPP Studio,Steam Achievements,5862,,,Very Positive
Beard Blade,0,win,-50%,"20 Jul, 2021",Indie,no,Hotta Studio,Glovebox Games LLC,Full controller support,93,0.09,,Very Positive
theHunter: Call of the Wild™ - Medved-Taiga,69999,win,,"17 Oct, 2017",Simulation,yes,Wallpaper Engine Team,Expansive Worlds,Steam Trading Cards,618,60.0,,Very Positive
Stellaris: Synthetic Dawn Story Pack,98999,win,,"21 Sep, 2017",Simulation,yes,"B.B.STUDIO CO.,LTD.",Paradox Interactive,Steam Workshop,748,10.0,83,Mostly Positive
Idling to Rule the Gods,0,mac,,"27 May, 2016",Strategy,no,"BEE TRIBE CO., LTD.",Shugasu GmbH,Steam Cloud,1479,,,Very Positive
VA-11 Hall-A: Cyberpunk Bartender Action,95999,linux,,"21 Jun, 2016",Strategy,no,Proxy Studios,AGM PLAYISM,Steam Leaderboards,27514,0.25,77,Overwhelmingly Positive
ULTIMATE MARVEL VS. CAPCOM 3,199999,win,,"6 Mar, 2017",Action,no,Maxis,"CAPCOM CO., LTD.",Includes level editor,3952,4.0,,Very Positive
Gedonia,0,mac,-33%,"14 Oct, 2022",Indie,no,Dry Cactus,Kazakov Oleg,Remote Play on TV,2510,3.0,,Very Positive
7 Billion Humans,95999,win,,"23 Aug, 2018",Simulation,no,Playground Games,Tomorrow Corporation,Remote Play Together,1375,,,Very Positive
ISLANDERS,0,mac,-25%,"4 Apr, 2019",Strategy,no,MaFi Games,Coatsink,Single-player,14215,,82,Mostly Positive
Parkitect,139999,linux,,"29 Nov, 2018",Early Access,no,Tactical Adventures,Texel Raptor,Steam Achievements,5357,2.0,83,Very Positive
Hello Neighbor VR: Search and Rescue,245999,win,,"25 May, 2023",Action,no,Offworld Industries,Hello Neighbor,Steam Trading Cards,68,,,Mixed
EverQuest II,0,win,,"7 Dec, 2011",Adventure,no,SCKR Games,Darkpaw Games,Steam Workshop,2238,,83,Very Positive
Farming Simulator 22 - Göweil Pack,90999,win,,"21 Mar, 2023",RPG,yes,Endnight Games Ltd,Giants Software,Steam Cloud,30,35.0,,Mixed
Warhammer: Vermintide 2 - Outcast Engineer Cosmetic Upgrade,0,win,,"19 Nov, 2020",Action,yes,Booming Tech,Warhammer,Stats,237,85.0,,Mostly Negative
Cepheus Protocol,0,win,-10%,"15 May, 2020",Adventure,no,Auroch Digital,Halcyon Winds,Steam Leaderboards,1572,6.0,,Mostly Positive
Nine Parchments,0,win,-75%,"5 Dec, 2017",Indie,no,Fatshark,Frozenbyte,Includes level editor,3326,7.0,,Mostly Positive
DEAD OR ALIVE 6,885000,win,,"28 Feb, 2019",RPG,no,Respawn,"KOEI TECMO GAMES CO., LTD.",Single-player,3559,50.0,73,Very Positive
Cardfight!! Vanguard DD: Additional Card Pass,491799,mac,,"16 Nov, 2022",Free to Play,yes,Avalanche Software,LANCARSE Ltd.,Downloadable Content,12,16.0,,Mixed
Hardspace: Shipbreaker,299000,win,,"24 May, 2022",RPG,no,CREATIVE ASSEMBLY,Focus Entertainment,Single-player,14848,4.0,82,Very Positive
Youtubers Life 2,0,win,-30%,"19 Oct, 2021",Simulation,no,Feral Interactive (Mac),🚀 Raiser Games,Online Co-op,1513,,,Mostly Positive
"Flashing Lights - Police, Firefighting, Emergency Services Simulator",119999,mac,,"15 May, 2023",Strategy,no,Feral Interactive (Linux),Excalibur Games,Steam Achievements,11279,,,Mostly Positive
嗜血印 Bloody Spell,119999,linux,,"26 Jan, 2022",Simulation,no,Colossal Order Ltd.,艺龙游戏,Single-player,25721,25.0,,Very Positive
Backrooms: Escape Together,65000,win,,"18 Oct, 2022",Strategy,no,Paradox Development Studio,Triiodide Studios,Full controller support,1125,10.0,,Very Positive
Farming Simulator 22 - Pumps n' Hoses Pack,195000,win,,"26 Sep, 2022",Casual,yes,Pearl Abyss,Giants Software,Includes level editor,83,0.007,,Mostly Negative
MechWarrior 5: Mercenaries - Rise of Rasalhague,95999,mac,,"25 Jan, 2023",Indie,yes,Konami Digital Entertainment,Fireshine Games,Single-player,113,0.055,,Mixed
Transformice,0,win,,"30 Jan, 2015",Simulation,no,Techland,Atelier 801,Online PvP,24413,,,Very Positive
Voidtrain - Supporter Upgrade,130999,mac,,"9 May, 2023",Adventure,yes,Weather Factory,HypeTrain Digital,Shared/Split Screen PvP,15,,,Mostly Positive
Star Valor,0,win,-55%,"3 Aug, 2022",RPG,no,Konami Digital Entertainment,Rafael Burgos,Downloadable Content,1951,2.0,,Very Positive
Animal Revolt Battle Simulator,120000,win,,"15 Apr, 2022",Strategy,no,EXOR Studios,VDimension,Steam Achievements,4110,2.0,,Overwhelmingly Positive
Bio Prototype,37999,mac,,"11 Apr, 2023",Adventure,no,Brainwash Gang,BD Games,Full controller support,1748,2.0,,Very Positive
Railroads Online,513734,win,,"1 Oct, 2021",Casual,no,ATLUS,astragon Entertainment,Steam Cloud,3604,6.0,,Very Positive
Kingdoms of Amalur: Re-Reckoning,336789,win,,"8 Sep, 2020",Free to Play,no,Offworld Industries,THQ Nordic,Remote Play Together,4456,40.0,,Very Positive
Yakuza Kiwami,260000,mac,,"19 Feb, 2019",Massively Multiplayer,no,CREATIVE ASSEMBLY,SEGA,Single-player,11472,,80,Very Positive
Tower! Simulator 3,249999,linux,,"13 Dec, 2022",Action,no,Feral Interactive,FeelThere,Steam Achievements,179,20.0,,Mostly Positive
SOULCALIBUR VI,550000,win,,"18 Oct, 2018",Adventure,no,Valve,BANDAI NAMCO Entertainment,Full controller support,7669,20.0,80,Mostly Positive
Otome * Domain,0,win,-20%,"22 Dec, 2022",Indie,no,Gaijin Entertainment,Shiravune,Steam Trading Cards,196,6.0,,Very Positive
Rubber Bandits,74303,linux,,"2 Dec, 2021",Simulation,no,ATLUS,Flashbulb,Steam Cloud,2766,2.0,,Very Positive
Emergency Call 112 – The Fire Fighting Simulation 2,304340,win,,"18 Mar, 2021",Early Access,no,EA Canada & EA Romania,Aerosoft GmbH,Remote Play on TV,2639,,,Very Positive
Kill It With Fire,0,win,-75%,"13 Aug, 2020",Action,no,Visual Concepts,tinyBuild,Single-player,2433,2.0,68,Very Positive
Zombie Army 4: Dead War,209999,mac,,"18 Feb, 2021",Adventure,no,Com2uS,Rebellion,Downloadable Content,4882,,74,Very Positive
Regiments,139999,linux,,"16 Aug, 2022",Indie,no,ATLUS,Bird's Eye Games,Steam Achievements,1685,15.0,76,Very Positive
Unrailed!,165999,win,,"23 Sep, 2020",Simulation,no,Ubisoft Montreal,bilibili(China),Full controller support,10865,,77,Very Positive
Space Engineers - Warfare 2,39999,win,,"3 Feb, 2022",Simulation,yes,Nightdive Studios,Keen Software House,Steam Trading Cards,116,25.0,,Very Positive
BOKURA,99999,win,,"13 Feb, 2023",Strategy,no,"B.B.STUDIO CO.,LTD.",ところにょり,Steam Cloud,378,,,Mostly Positive
OneShot,90999,win,,Dec 2016,Simulation,no,"BEE TRIBE CO., LTD.",Future Cat LLC,Remote Play on Phone,33030,,80,Overwhelmingly Positive
Monster Prom 3: Monster Roadtrip,82999,win,,"21 Oct, 2022",Strategy,no,NEOWIZ,Monster Camp,Remote Play on Tablet,1869,,,Very Positive
Visage,159999,mac,,"29 Oct, 2020",RPG,no,ProjectMoon,SadSquare Studio,Remote Play on TV,6219,10.0,81,Very Positive
