title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
Across the Obelisk,197999,linux,,"16 Aug, 2022",Adventure,no,Santa Goat,Paradox Arc,Steam Cloud,6851,,,Very Positive
Your Only Move Is HUSTLE,47499,win,,"2 Feb, 2023",Strategy,no,Ubisoft,Ivy Sly,Stats,6310,0.512,,Overwhelmingly Positive
SUPERHOT: MIND CONTROL DELETE,0,mac,-60%,"16 Jul, 2020",Indie,no,Rockstar Games,SUPERHOT Team,Single-player,7374,,78,Very Positive
Hotel Renovator,219000,linux,,"7 Mar, 2023",Simulation,no,Moon Moose,Two Horizons,Steam Achievements,1102,60.0,,Mostly Positive
Eternal Return,0,win,,"14 Oct, 2020",Simulation,no,EXBO,"Kakao Games Europe B.V. (EU,NA,OCE)",Tracked Controller Support,45628,15.0,,Mostly Positive
Breakout 13 : Fight,90999,win,,"1 Feb, 2023",Strategy,yes,Harebrained Schemes,ALT Lab,VR Only,167,8.0,,Very Positive
Phantom Brigade,0,win,-20%,"28 Feb, 2023",RPG,no,"CarX Technologies, LLC",Brace Yourself Games,Steam Cloud,2160,,70,Mixed
Hero's Land,0,win,,"17 May, 2023",Action,no,Fatshark,Orienjoy,Stats,824,4.0,,Mixed
Overcooked! All You Can Eat,299999,win,,"23 Mar, 2021",Indie,no,inXile Entertainment,Overcooked!,Remote Play Together,2144,10.0,,Mostly Positive
Forts,115999,win,,"19 Apr, 2017",Simulation,no,Turning Wheel LLC,EarthWork Games,Single-player,12901,,74,Very Positive
Fallout Shelter,0,mac,,"29 Mar, 2017",Sports,no,Squad,Bethesda Softworks,Steam Achievements,58197,,63,Very Positive
Starship Troopers: Terran Command,139999,win,,"16 Jun, 2022",Action,no,NEOWIZ,Slitherine Ltd.,Steam Trading Cards,6278,10.0,,Very Positive
DJMAX RESPECT V - TRILOGY PACK,0,mac,-80%,"13 Apr, 2020",Indie,yes,Valve,NEOWIZ,Partial Controller Support,109,10.0,,Mostly Positive
Ravenfield,104999,linux,,"18 May, 2017",Racing,no,Bandai Namco Studios Inc.,SteelRaven7,Steam Cloud,56601,1.0,,Overwhelmingly Positive
Book of Yog Idle RPG,0,win,,"29 Jul, 2022",Simulation,no,Smartly Dressed Games,元气工作室,Single-player,4526,1.0,,Mixed
Tape to Tape,165999,mac,,"3 May, 2023",Sports,no,Acureus,Excellent Rectangle,Online PvP,1250,6.0,,Very Positive
3DMark,284999,win,,,Adventure,no,SCS Software,UL Solutions,Shared/Split Screen PvP,11523,,,Very Positive
Gloomhaven,269999,mac,,"20 Oct, 2021",Simulation,no,Affray Interactive,Twin Sails Interactive,Cross-Platform Multiplayer,10826,14.0,82,Mostly Positive
Ghostlore,165999,linux,,"17 May, 2023",Action,no,Bethesda Game Studios,Adam Teo,Downloadable Content,393,1.0,,Mostly Positive
Pavlov VR,119999,win,,"27 Feb, 2017",Indie,no,Firaxis Games,Vankrupt Games,Steam Achievements,33724,60.0,,Very Positive
Assassin’s Creed® IV Black Flag™,409000,win,,"19 Nov, 2013",Strategy,no,Aspyr (Mac),Ubisoft,Full controller support,51032,30.0,,Very Positive
The Sims™ 4 City Living,479000,win,,"18 Jun, 2020",Indie,yes,Aspyr (Linux),Electronic Arts,Stats,178,0.018,,Mixed
SpeedRunners,0,win,-75%,"19 Apr, 2016",Racing,no,Proxy Studios,tinyBuild,Single-player,21273,,84,Very Positive
The Great War: Western Front™,284999,win,,"30 Mar, 2023",Simulation,no,Evil Tortilla Games,Petroglyph,Steam Achievements,1217,13.0,,Mixed
MORDHAU,245999,mac,,"29 Apr, 2019",Sports,no,CyberConnect2 Co. Ltd.,Triternion,Steam Trading Cards,87908,40.0,81,Mostly Positive
Need for Speed™ Unbound,759000,linux,,"1 Dec, 2022",Action,no,ATLUS,Electronic Arts,Partial Controller Support,11975,50.0,,Mixed
Disney Dreamlight Valley - Ultimate Edition,0,win,,"6 Sep, 2022",Indie,yes,Crema,Gameloft,Steam Cloud,74,10.0,,Mostly Positive
Old Coin Pusher Friends 2,37999,win,,"18 May, 2023",Strategy,no,Fatshark,STP WORKS,Remote Play on Phone,137,1.0,,Very Positive
Destroyer: The U-Boat Hunter,0,mac,-50%,"28 Sep, 2022",Early Access,no,Milkstone Studios,Daedalic Entertainment,Remote Play on Tablet,351,12.0,,Mostly Positive
CarX Drift Racing Online - Young Timers,47499,linux,,"29 May, 2023",Simulation,yes,BananaDogGames,"CarX Technologies, LLC",Single-player,7,6.0,,7 user reviews
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,330000,win,,"4 Feb, 2016",Action,no,Valve,BANDAI NAMCO Entertainment,Full controller support,61417,,,Very Positive
The Sims™ 4 Seasons,479000,mac,,"18 Jun, 2020",Adventure,yes,Magic Design Studios,Electronic Arts,Steam is learning about this game,360,18.0,,Mixed
Diluvian Winds,0,linux,-10%,"25 May, 2023",Indie,no,Dorado Games,Goblinz Publishing,Single-player,101,1.0,,Mostly Positive
SpaceBourne 2,165999,win,,"17 Feb, 2023",Action,no,ProjectMoon,Burak Dabak,Shared/Split Screen Co-op,2073,22.0,,Mostly Positive
Foxhole,139999,linux,,"28 Sep, 2022",Free to Play,no,Firaxis Games,Siege Camp,Steam Achievements,27334,,,Very Positive
Assassin's Creed® Origins,619000,win,,"26 Oct, 2017",Indie,no,Aspyr (Mac),Ubisoft,Full controller support,81581,42.0,,Very Positive
Age of Mythology: Extended Edition,199999,win,,"8 May, 2014",Massively Multiplayer,no,Aspyr (Linux),Xbox Game Studios,Steam Trading Cards,25890,5.0,66,Overwhelmingly Positive
Blush Blush,0,win,,"22 Apr, 2020",RPG,no,CyberLight Game Studio,Sad Panda Studios,Captions available,5921,0.4,,Very Positive
Animal Shelter,0,win,-38%,"23 Mar, 2022",Free to Play,no,Old B1ood,Games Incubator,Steam Workshop,1755,12.0,,Very Positive
Dyson Sphere Program,129029,mac,,"20 Jan, 2021",Massively Multiplayer,no,RUST LTD.,Gamera Games,Steam Cloud,63989,10.0,,Overwhelmingly Positive
Foundation,245999,linux,,"1 Feb, 2019",RPG,no,Rainbow Studios,Polymorph Games,Stats,12457,,,Very Positive
Knight Online,0,win,,"25 Jan, 2016",Casual,no,Crowbar Collective,Mgame,Includes level editor,10271,,,Mixed
UNO,99000,win,,"3 Jan, 2017",Indie,no,IllFonic,Ubisoft Entertainment,Remote Play on Phone,34569,3.0,,Mixed
Project Winter,69999,win,,"23 May, 2019",Strategy,no,Fluppisoft,Other Ocean Interactive,Remote Play on Tablet,13018,3.0,,Mostly Positive
Out of the Park Baseball 24,299999,win,,"24 Mar, 2023",Simulation,no,Firaxis Games,Out of the Park Developments,Remote Play on TV,305,20.0,,Mostly Positive
Travellers Rest,130999,win,,"28 Jul, 2020",Strategy,no,Aspyr (Mac),Isolated Games,Remote Play Together,5020,,,Overwhelmingly Positive
Total War: SHOGUN 2,270999,mac,,"15 Mar, 2011",Early Access,no,Aspyr (Linux),Feral Interactive (Linux),Single-player,28666,,90,Very Positive
IL-2 Sturmovik: Battle of Stalingrad,665999,linux,,"22 Oct, 2014",Adventure,no,Free Lives,1С-777 Limited,Steam Achievements,5164,,74,Very Positive
ARK: Scorched Earth - Expansion Pack,0,win,,"1 Sep, 2016",RPG,yes,CreamCatGame,Efecto Studios,Steam Trading Cards,4403,,,Mixed
MIR4,0,win,,"25 Aug, 2021",Casual,no,Tiburon,Wemade Next,Steam Workshop,13205,10.0,,Mixed
Severed Steel,0,win,-60%,"17 Sep, 2021",Indie,no,Brilliant Game Studios,Digerati,Partial Controller Support,2096,,,Very Positive
Soulworker,0,mac,,"12 May, 2021",Simulation,no,SCS Software,"Lion Games Co., Ltd.",Steam Cloud,9539,20.0,,Mixed
Stick Fight: The Game,45999,win,,"28 Sep, 2017",Strategy,no,SCS Software,Landfall,Steam Leaderboards,87259,,,Very Positive
ARK: Aberration - Expansion Pack,0,win,,"12 Dec, 2017",RPG,yes,Maxis,Efecto Studios,Includes level editor,3359,,,Very Positive
Fernbus Simulator,304340,win,,"25 Aug, 2016",Strategy,no,Paradox Development Studio,TML-Studios,Remote Play Together,5690,45.0,,Very Positive
Warhammer: Vermintide 2 - Winds of Magic,0,win,-50%,"13 Aug, 2019",Action,yes,Paradox Arctic,Warhammer,Single-player,1984,65.0,67,Mostly Negative
The Sims™ 4 Get Famous,479000,win,,"18 Jun, 2020",Free to Play,yes,Jutsu Games,Electronic Arts,Online Co-op,107,18.0,,Mixed
RPG Maker MZ,604999,win,,"27 Aug, 2020",Action,no,Dinosaur Polo Club,Gotcha Gotcha Games,Downloadable Content,990,4.0,,Very Positive
Shattered Heaven,130999,mac,,"31 May, 2023",Adventure,no,Ink Stains Games,Leonardo Interactive,Steam Achievements,9,7.0,,9 user reviews
Keep Talking and Nobody Explodes,130999,linux,,"8 Oct, 2015",Casual,no,Zachtronics,Steel Crate Games,Full controller support,10120,,71,Very Positive
STAR WARS™ Empire at War - Gold Pack,108999,win,,"25 May, 2010",Indie,no,"ILCA, Inc.",Disney,Steam Cloud,26986,,,Overwhelmingly Positive
Do Not Feed the Monkeys,0,mac,-77%,"23 Oct, 2018",Strategy,no,Sokpop Collective,Alawar Premium,Single-player,6803,1.0,,Overwhelmingly Positive
ARK: Extinction - Expansion Pack,0,win,,"6 Nov, 2018",Early Access,yes,Colossal Order Ltd.,Snail Games USA,Cross-Platform Multiplayer,2709,,,Very Positive
Brawlhalla - All Legends (Current and Future),0,mac,-25%,"3 Nov, 2015",Action,yes,AMPLITUDE Studios,Blue Mammoth Games,Downloadable Content,332,0.075,,Very Positive
Dungeon Defenders II,0,linux,,"20 Jun, 2017",Adventure,no,Campfire Games,Chromatic Games,Steam Achievements,20566,20.0,,Mostly Positive
Midinous,119999,win,,"28 Sep, 2021",RPG,no,TUNIC Team,Nornec,Steam Trading Cards,37,,,Very Positive
City Car Driving,198155,win,,"3 Nov, 2016",Indie,no,Glowstick Entertainment,"Forward Development, Ltd.",Steam Workshop,19195,10.0,,Very Positive
Plague Inc: The Cure,0,win,-30%,"28 Jan, 2021",Animation & Modeling,yes,Paradox Development Studio,Ndemic Creations,Steam Cloud,36,1.0,,Positive
Dread Hunger,229999,win,,"26 Jan, 2022",Video Production,no,Colossal Order Ltd.,Dread Hunger Team,Single-player,39748,15.0,,Mixed
Universe Sandbox,245999,win,,"24 Aug, 2015",Action,no,Flamebait Games,Giant Army,Online PvP,17575,,,Very Positive
Vampire Survivors: Legacy of the Moonspell,17999,win,,"15 Dec, 2022",Adventure,yes,NetEase Games,poncle,Steam Achievements,1705,,87,Very Positive
Need for Speed™ Heat,759000,win,,"4 Jun, 2020",Free to Play,no,Rec Room,Electronic Arts,Steam Trading Cards,66614,50.0,72,Very Positive
The Jackbox Party Pack 4,0,win,-50%,"18 Oct, 2017",Action,no,jacktostudios,"Jackbox Games, Inc.",Steam Cloud,2009,3.0,,Very Positive
Tainted Grail: The Fall of Avalon,245999,win,,"30 Mar, 2023",Adventure,no,Stress Level Zero,Awaken Realms,Online PvP,894,15.0,,Very Positive
"Warhammer 40,000: Battlesector - Sisters of Battle",0,win,-20%,"13 Dec, 2022",Indie,yes,Colossal Order Ltd.,Slitherine Ltd.,Online Co-op,24,,,Positive
DRAGON BALL FighterZ,590000,linux,,"26 Jan, 2018",Racing,no,Colossal Order Ltd.,BANDAI NAMCO Entertainment,Downloadable Content,43731,6.0,85,Very Positive
The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,169999,win,,"16 Jun, 2009",Simulation,no,Purple Lamp,Bethesda Game Studios®,In-App Purchases,32775,,94,Overwhelmingly Positive
Total War: ROME REMASTERED,325000,win,,"29 Apr, 2021",Action,no,GolemLabs,SEGA,Single-player,8461,45.0,,Very Positive
Sid Meier's Civilization® VI: Australia Civilization & Scenario Pack,0,win,,"23 Feb, 2017",Simulation,yes,3Division,Aspyr (Linux),Steam Achievements,769,12.0,,Mixed
Golf It!,79999,win,,"17 Feb, 2017",Strategy,no,Dreamsite Games,Perfuse Entertainment,Steam Cloud,17465,12.0,,Very Positive
Untitled Goose Game,108999,mac,,"23 Sep, 2020",Simulation,no,Ivy Sly,House House,Includes level editor,12858,,79,Overwhelmingly Positive
Cities: Skylines - Mass Transit,128999,win,,"18 May, 2017",Action,yes,SUPERHOT Team,Paradox Interactive,Single-player,852,4.0,78,Very Positive
The Planet Crafter,108999,win,,"24 Mar, 2022",Action,no,Two Horizons,Miju Games,Partial Controller Support,19809,3.0,,Overwhelmingly Positive
Total War: ATTILA,405999,win,,"17 Feb, 2015",Casual,no,Nimble Neuron,SEGA,Single-player,21678,35.0,80,Mostly Positive
Survival: Fountain of Youth,190432,mac,,"19 Apr, 2023",Indie,no,ALT Lab,CE-Asia,Steam Cloud,718,32.0,,Very Positive
We Were Here Forever,152999,linux,,"10 May, 2022",Simulation,no,Brace Yourself Games,Total Mayhem Games,Single-player,8507,25.0,,Overwhelmingly Positive
OPUS: Echo of Starsong - Full Bloom Edition,0,win,-40%,"31 Aug, 2021",Strategy,no,Orienjoy,SIGONO INC.,Steam Achievements,6391,4.0,90,Very Positive
HighFleet,139999,mac,,"27 Jul, 2021",Adventure,no,Team17 Digital,Konstantin Koshutin,Steam Trading Cards,4867,2.0,,Very Positive
Baldur's Gate: Enhanced Edition,0,linux,-65%,"16 Jan, 2013",Casual,no,Ghost Town Games,Beamdog,Steam Workshop,11585,,78,Very Positive
Dungeons & Dragons Online®,0,win,,"25 Jun, 2012",Indie,no,EarthWork Games,"Standing Stone Games, LLC",Single-player,6159,,,Mostly Positive
Castle Crashers®,95999,win,,"26 Sep, 2012",Simulation,no,Bethesda Game Studios,The Behemoth,Online Co-op,74332,,,Overwhelmingly Positive
Farming Simulator 19,216000,win,,"19 Nov, 2018",Early Access,no,The Artistocrats,Giants Software,Shared/Split Screen Co-op,57378,,73,Overwhelmingly Positive
SnowRunner - The Mastodon,35000,mac,,"25 May, 2023",Action,yes,NEOWIZ,Focus Entertainment,Steam Achievements,116,20.0,,Very Positive
Battle Brothers,199999,linux,,"24 Mar, 2017",Indie,no,SteelRaven7,Overhype Studios,Full controller support,17861,1.5,80,Very Positive
"Warhammer 40,000: Inquisitor - Martyr - Sororitas Class",130999,win,,"28 Nov, 2022",Racing,yes,元气工作室,NeocoreGames,Steam Trading Cards,157,75.0,,Mostly Positive
The Jackbox Party Pack 6,0,win,-45%,"16 Oct, 2019",Simulation,no,Excellent Rectangle,"Jackbox Games, Inc.",Steam Workshop,1947,3.0,80,Overwhelmingly Positive
Starmancer,0,mac,-40%,"5 Aug, 2021",Sports,no,UL Solutions,Ominux Games,Steam Cloud,698,1.0,,Mixed
DJMAX RESPECT V - GROOVE COASTER PACK,0,win,-80%,"13 Apr, 2020",RPG,yes,Flaming Fowl Studios,NEOWIZ,Includes level editor,182,10.0,,Very Positive
Library Of Ruina,139999,mac,,"10 Aug, 2021",RPG,no,Andrew Teo,ProjectMoon,Remote Play on Phone,17868,10.0,,Very Positive
Police Simulator: Patrol Officers,435000,win,,"10 Nov, 2022",Strategy,no,Adam Teo,astragon Entertainment,Remote Play on Tablet,9943,12.0,,Mostly Positive
Standable: Full Body Estimation,165999,win,,"8 May, 2023",Action,no,Vankrupt Games,Standable,Remote Play on TV,140,,,Very Positive
Peglin,108999,win,,"25 Apr, 2022",Free to Play,no,Ubisoft Montreal,Red Nexus Games,Remote Play Together,7801,,,Mixed
KovaaK's,69999,win,,"3 Apr, 2018",Massively Multiplayer,no,Maxis,The Meta,Single-player,26141,8.0,,Very Positive
OMSI 2: Steam Edition,245999,mac,,"11 Dec, 2013",Indie,no,DoubleDutch Games,Aerosoft GmbH,Cross-Platform Multiplayer,5610,,,Very Positive
Outlast,165999,linux,,"4 Sep, 2013",Simulation,no,Petroglyph,Red Barrels,Steam Achievements,71917,5.0,80,Overwhelmingly Positive
Minecraft Legends,549000,win,,"18 Apr, 2023",Strategy,no,Triternion,Blackbird Interactive,Steam Trading Cards,1826,24.0,,Mixed
FreestyleFootball R,0,win,,"13 Sep, 2022",Indie,no,Criterion Games,JOYCITY Corporation,Captions available,1312,4.0,,Mixed
Scars Above,0,mac,-25%,"28 Feb, 2023",Racing,no,Gameloft,Prime Matter,Steam Cloud,430,20.0,,Very Positive
Stranded Deep,108999,linux,,"10 Aug, 2022",Simulation,no,STP WORKS,Beam Team Games,Single-player,36902,4.0,,Mostly Positive
Crusader Kings III: Royal Court,245999,win,,"1 Sep, 2020",Sports,yes,Iron Wolf Studio S.A.,Paradox Interactive,Tracked Controller Support,3071,8.0,83,Mixed
Toram Online,0,mac,,"19 Dec, 2021",Action,no,"CarX Technologies, LLC","Asobimo, Inc.",VR Supported,3328,10.0,,Mostly Positive
ICARUS,159999,linux,,"3 Dec, 2021",Adventure,no,CyberConnect2 Co. Ltd.,RocketWerkz,Single-player,25280,70.0,,Mixed
Melatonin,129999,win,,"15 Dec, 2022",Racing,no,Maxis,Half Asleep,Online PvP,2362,,,Very Positive
Combat Master: Season 1,0,mac,,"21 Apr, 2023",Simulation,no,Alambik Studio,Alfa Bravo Inc,Online Co-op,8226,,,Very Positive
Angel Legion,0,linux,,"14 Aug, 2020",Sports,no,Burak Dabak,Shanghai SilverMoon Network Technology Co.Ltd,Cross-Platform Multiplayer,4960,8.0,,Very Positive
Dead Cells: Return to Castlevania,90999,win,,"6 Mar, 2023",Indie,yes,Siege Camp,Dead Cells,Steam Achievements,673,0.5,,Very Positive
Shakes and Fidget,0,win,,"24 Feb, 2016",Simulation,no,Ubisoft Montreal,Playa Games GmbH,In-App Purchases,30735,,,Overwhelmingly Positive
Resident Evil 3,513999,win,,"24 Jan, 2019",Strategy,no,SkyBox Labs,"CAPCOM Co., Ltd.",Partial Controller Support,46381,45.0,77,Very Positive
Asterigos: Curse of the Stars,0,win,-30%,"11 Oct, 2022",Adventure,no,Ensemble Studios,tinyBuild,Single-player,1495,12.0,,Very Positive
DC Universe™ Online,0,win,,"2 Nov, 2011",Casual,no,Sad Panda Studios,Dimensional Ink Games,Steam Achievements,19367,,72,Mostly Positive
XCOM® 2,589000,mac,,"4 Feb, 2016",Indie,no,Games Incubator,Feral Interactive (Linux),Full controller support,62779,45.0,88,Very Positive
Expansion - Hearts of Iron IV: No Step Back,165999,linux,,"23 Nov, 2021",RPG,yes,Youthcat Studio,Paradox Interactive,Steam Trading Cards,2635,2.0,,Very Positive
DJMAX RESPECT V - TECHNIKA 2 PACK,0,win,-80%,"23 Sep, 2020",Simulation,yes,Polymorph Games,NEOWIZ,Steam Cloud,58,,,Very Positive
Pathologic 2,0,win,-75%,"23 May, 2019",Strategy,no,Noah System,tinyBuild,Single-player,6520,25.0,,Very Positive
Dragon's Dogma: Dark Arisen,418585,win,,"15 Jan, 2016",Action,no,Mgame,Capcom,Steam Trading Cards,25193,20.0,81,Very Positive
Battlefield™ V,569000,win,,"22 Oct, 2020",Indie,no,Ubisoft Entertainment,Electronic Arts,Steam Cloud,134220,50.0,,Mixed
Cities: Skylines - Industries,130999,win,,"23 Oct, 2018",Simulation,yes,Other Ocean Interactive,Paradox Interactive,Single-player,717,4.0,,Mostly Positive
The Mageseeker: A League of Legends Story™,270000,mac,,"18 Apr, 2023",Early Access,no,Out of the Park Developments,Digital Sun,Steam Achievements,1494,4.0,78,Very Positive
Wildermyth,119999,linux,,"15 Jun, 2021",Indie,no,Isolated Games,Worldwalker Games LLC,Full controller support,13671,,86,Overwhelmingly Positive
LEGO® Star Wars™: The Skywalker Saga,622000,win,,"5 Apr, 2022",Simulation,no,CREATIVE ASSEMBLY,Warner Bros. Games,Steam Cloud,29865,40.0,78,Very Positive
VTube Studio - VNet Multiplayer Collab,165999,win,,"24 Apr, 2023",Indie,yes,Feral Interactive (Mac),Video Production,Single-player,13,,,Positive
The Stanley Parable: Ultra Deluxe,119999,win,,"27 Apr, 2022",Simulation,no,Feral Interactive (Linux),Crows Crows Crows,Steam Achievements,20343,,,Very Positive
The Jackbox Party Pack 5,0,mac,-45%,"17 Oct, 2018",Action,no,1C Game Studios,"Jackbox Games, Inc.",Steam Trading Cards,1779,3.0,,Very Positive
ZERO Sievert,165999,win,,"15 Nov, 2022",Adventure,no,Studio Wildcard,CABO Studio,Steam Workshop,6572,0.3,,Very Positive
South Park™: The Fractured But Whole™,619000,win,,"16 Oct, 2017",Indie,no,Instinct Games,Ubisoft San Francisco,Steam Cloud,20729,20.0,,Very Positive
Cardfight!! Vanguard Dear Days,525999,win,,"16 Nov, 2022",Simulation,no,Efecto Studios,LANCARSE Ltd.,Stats,687,16.0,,Very Positive
X-Plane 12,249999,mac,,"17 Dec, 2022",Action,no,Virtual Basement LLC,Laminar Research,Single-player,1326,23.0,,Mostly Positive
DJMAX RESPECT V - TECHNIKA PACK,0,linux,-80%,"23 Sep, 2020",Adventure,yes,Wemade Next,NEOWIZ,Online PvP,76,,,Very Positive
Soundpad,47499,win,,"30 Sep, 2017",Casual,no,Greylock Studio,Leppsoft,Shared/Split Screen PvP,50852,,,Overwhelmingly Positive
EA SPORTS™ PGA TOUR™,759000,win,,"6 Apr, 2023",Indie,no,"Lion Games Co., Ltd.",Electronic Arts,Steam Achievements,647,100.0,,Mixed
SIGNALIS,108999,win,,"27 Oct, 2022",RPG,no,Landfall West,PLAYISM,Full controller support,7159,2.0,,Overwhelmingly Positive
"Warhammer 40,000: Gladius - Specialist Pack",0,mac,-15%,"3 Jun, 2021",Simulation,yes,Studio Wildcard,Warhammer,VR Supported,40,2.0,,Positive
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,379000,linux,,"16 May, 2022",Strategy,no,Instinct Games,Electronic Arts,Steam Trading Cards,10709,40.0,82,Very Positive
DiRT Rally 2.0,119999,win,,"25 Feb, 2019",Action,no,Efecto Studios,Codemasters,Steam Cloud,25429,100.0,84,Very Positive
Talisman: Digital Edition,0,win,-75%,"25 Feb, 2014",Indie,no,Virtual Basement LLC,Nomad Games,Steam Leaderboards,4766,,51,Very Positive
Don't Starve,69999,win,,"23 Apr, 2013",Strategy,no,TML-Studios,Klei Entertainment,Remote Play Together,85518,,79,Very Positive
Boundary,199999,win,,"13 Apr, 2023",Action,no,Fatshark,Huya Games,Single-player,10568,30.0,,Mixed
DJMAX RESPECT V - Clazziquai Edition PACK,0,win,-80%,"27 May, 2020",Simulation,yes,Maxis,NEOWIZ,Online Co-op,117,25.0,,Mostly Positive
Getting Over It with Bennett Foddy,59999,win,,"6 Dec, 2017",Strategy,no,Gotcha Gotcha Games,Bennett Foddy,Steam Achievements,54159,2.0,,Mostly Positive
The Sims™ 4 Get To Work,479000,mac,,"18 Jun, 2020",Indie,yes,KADOKAWA,Electronic Arts,Full controller support,171,18.0,,Mixed
The Sims™ 3,239000,linux,,"27 Jan, 2011",Simulation,no,Yoji Ojima,Electronic Arts,Steam Trading Cards,26340,,86,Very Positive
Idle Champions of the Forgotten Realms,0,win,,"25 Mar, 2020",Adventure,no,Leonardo Production,Codename Entertainment Inc.,Steam Cloud,12233,3.0,,Mixed
